interval,activecontainers,ips,apparentips,ram,disk,creationids,hostalloc,active
11,15,"[1566.5169784569066, 1125.2060760191043, 581.5100710295644, 1332.217282883153, 1074.0134939902914, 2090.1455055325287, 1150.2398701187337, 4252.576912042853, 2440.1517244661704, 2519.573048831511, 851.4170028745334, 794.6559350729999, 1826.3731494030244, 1254.9939763481898, 0, 1165.2726485144767]","[1685.2076592303633, 4029.0, 1768.2482885196366, 1767.4220667400643, 2260.7517114803636, 4029.0, 1329.8334106436112, 4029.0, 4029.0, 2699.1665893563886, 970.1076836479901, 1829.1916432792616, 2261.577933259936, 1373.6846571216465, 0, 2199.8083567207386]","[(268.4352, 0.11646666666666668, 0.09953333333333332), (838.8603333333335, 0.08673333333333332, 0.3268666666666667), (0.0, 0.004733333333333333, 0.0), (805.3058666666667, 0.081, 0.3894666666666666), (243.2694, 1.3356666666666668, 0.18259999999999998), (402.6528, 3.2084, 1.765466666666667), (111.1484, 0.6268666666666667, 0.0044666666666666665), (1974.1186, 0.14053333333333334, 0.48906666666666665), (478.1502, 0.012199999999999999, 0.007066666666666666), (343.9326, 0.013333333333333336, 0.0074666666666666675), (120.23626666666664, 0.034466666666666666, 0.0114), (90.70139999999999, 0.0224, 0.014266666666666667), (268.4352, 13.852799999999998, 1.682), (282.41606666666667, 0.0, 0.0), 0, (81.08953333333334, 0.0002666666666666667, 0.001)]","[(2, 0.0, 0.0009611111111111112), (3, 0.0, 0.012833333333333334), (3, 0.0, 0.0012333333333333335), (3, 0.0, 0.023311111111111112), (3, 0.0, 0.0004166666666666667), (2, 0.0, 0.005355555555555555), (1, 0.0, 0.00023333333333333333), (3, 1.666666666666667e-05, 0.31198333333333333), (3, 0.0009, 0.02215), (3, 0.0, 0.017083333333333332), (2, 0.0, 2.2222222222222223e-05), (1, 0.0, 0.05278888888888889), (2, 0.0, 0.005916666666666666), (3, 0.00675, 0.003411111111111111), 0, (1, 0.0, 0.000538888888888889)]","[20, 16, 17, 21, 4, 5, 6, 7, 8, 9, 19, 11, 18, 13, -1, 15]","[15, 6, 10, 9, 10, 12, 14, 8, 0, 14, 15, 1, 9, 15, -1, 1]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True]"
12,15,"[1560.5832020233572, 1045.0727056201176, 578.5431829120669, 888.1448552554355, 940.5035292677412, 1232.0506254656602, 733.962583790049, 3235.722332789209, 2429.1970590364676, 2440.1517244661704, 834.7225518377779, 744.5725778205001, 1612.6841520322869, 1320.2655306736276, 0, 1158.5948682937635]","[1665.0594405117697, 4029.0, 1833.5198268221627, 1652.2303516115742, 2195.480173177837, 4029.0, 1161.4054296619393, 4029.0, 4029.0, 2867.5945703380607, 939.1987903261904, 1807.4888547633682, 2376.7696483884256, 1424.74176916204, 0, 2221.511145236632]","[(33.5544, 0.11626666666666668, 0.09953333333333332), (721.42, 0.07806666666666666, 0.33893333333333336), (0.0, 0.004733333333333333, 6.666666666666668e-05), (624.9507333333332, 0.08693333333333333, 0.30760000000000004), (178.2574, 0.7554, 0.0208), (444.5958, 2.369733333333333, 2.1395999999999997), (80.73986666666669, 0.6493333333333333, 0.004200000000000001), (1730.8488, 0.18693333333333337, 0.49646666666666667), (461.373, 0.013266666666666668, 0.0067333333333333325), (478.1502, 0.012199999999999999, 0.007066666666666666), (130.722, 0.026466666666666666, 0.011066666666666664), (98.0414, 0.018266666666666667, 0.014133333333333333), (383.0794, 15.210066666666668, 1.8525333333333331), (459.97486666666657, 0.0, 0.0), 0, (78.99233333333332, 0.0004, 0.0014)]","[(2, 0.0, 0.000972222222222222), (3, 0.0, 0.011183333333333332), (3, 0.0, 0.0012666666666666666), (3, 0.0, 0.013066666666666667), (3, 0.0, 0.0004444444444444444), (2, 0.0, 0.005061111111111111), (1, 0.0, 0.0002222222222222222), (3, 1.666666666666667e-05, 0.20562222222222223), (3, 0.0, 0.017055555555555553), (3, 0.0009, 0.02215), (2, 0.0, 4.4444444444444447e-05), (1, 0.0, 0.056383333333333334), (2, 0.0, 0.0036999999999999997), (3, 0.0192, 0.013244444444444444), 0, (1, 0.0, 0.0005777777777777778)]","[20, 16, 17, 21, 4, 5, 6, 7, 8, 9, 19, 11, 18, 13, -1, 15]","[15, 6, 10, 9, 10, 12, 14, 8, 0, 14, 15, 1, 9, 15, -1, 1]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True]"
13,16,"[1566.5169784569066, 1385.6395298158109, 593.3776234995555, 1101.8338429860667, 1468.6096119480499, 2534.217953193593, 928.4078951672633, 2452.592537423716, 2420.981059964191, 2429.1970590364676, 791.3169791422134, 0, 1499.1618721790824, 1269.8284205130622, 1364.7688631682443, 1168.6115386248337]","[1700.296185752846, 4029.0, 1084.8925430379197, 1815.8359854034923, 4029.0, 4029.0, 1264.1054180653978, 2944.10745696208, 4029.0, 2764.8945819346022, 925.0961864381527, 1430.194230687583, 2213.164014596508, 1403.6076278090015, 4029.0, 2598.8057693124165]","[(0.0, 0.1156, 0.0996), (671.0880666666666, 0.08573333333333333, 0.32080000000000003), (67.1088, 0.004666666666666667, 6.666666666666668e-05), (641.7282666666667, 0.07759999999999999, 0.331), (344.63140000000004, 3.1724, 0.019733333333333335), (349.525, 5.339466666666667, 2.7218), (90.177, 0.6436666666666666, 0.004533333333333333), (1356.158, 0.1402, 0.49906666666666666), (416.6338, 0.0116, 0.0067333333333333325), (461.373, 0.013266666666666668, 0.0067333333333333325), (164.2764, 0.008733333333333333, 0.0061333333333333335), (84.9342, 0.027466666666666664, 0.014133333333333333), (279.62, 9.749466666666667, 1.610333333333333), (363.5057333333333, 0.0, 0.0), (402.65259999999995, 0.0, 0.0), (67.10826666666667, 0.0004, 0.0014666666666666665)]","[(2, 0.0, 0.00095), (3, 0.0, 0.018272222222222224), (3, 0.0, 0.0012222222222222224), (3, 0.04375, 0.0321388888888889), (3, 0.0, 0.0002722222222222222), (2, 0.0, 0.01048888888888889), (1, 0.0, 0.0002222222222222222), (3, 8.333333333333333e-05, 0.11315), (3, 0.0, 0.024077777777777778), (3, 0.0, 0.017055555555555553), (2, 0.0, 8.88888888888889e-05), (1, 0.0, 0.05472777777777777), (2, 0.05768333333333333, 0.023244444444444446), (3, 0.10526666666666666, 0.011727777777777776), (3, 0.1085, 0.004066666666666666), (1, 0.0, 0.0005333333333333334)]","[20, 16, 17, 21, 4, 5, 6, 7, 8, 9, 19, 11, 18, 13, 22, 15]","[15, 6, 8, 9, 10, 12, 14, 8, 0, 14, 15, 1, 9, 15, 5, 1]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
14,16,"[1593.2189724078767, 1095.1560621194842, 572.6094066770711, 1125.2060760191043, 0, 5161.924842736884, 0, 2677.21116090064, 2366.2077328156797, 2420.981059964191, 794.6558693495645, 1876.4565081617916, 1863.10094582612, 1240.1595321833177, 1691.1266347954333, 1158.5948682937635]","[1726.8741810942904, 4029.0, 962.1991228882155, 1645.5525650964921, 4029.0, 4029.0, 804.0094700179045, 3066.8008771117848, 4029.0, 3224.9905299820957, 928.3110780359781, 4029.0, 2383.447434903508, 1373.8147408697314, 4029.0, 4029.0]","[(167.772, 0.1156, 0.09933333333333332), (767.5571333333334, 0.08106666666666666, 0.391), (22.3696, 0.0048, 0.0), (838.8603333333335, 0.08673333333333332, 0.3268666666666667), (369.0984, 0.713, 0.022), (553.6476, 10.710466666666667, 4.053266666666667), (88.07973333333334, 0.8984, 0.004200000000000001), (1227.5328, 0.18566666666666662, 0.4779333333333333), (402.6528, 0.011733333333333332, 0.0074666666666666675), (416.6338, 0.0116, 0.0067333333333333325), (148.19806666666668, 0.008400000000000001, 0.004866666666666666), (258.64820000000003, 0.019533333333333337, 0.0016), (338.34020000000004, 2.189, 3.0638666666666667), (380.283, 0.0, 0.0), (339.738, 0.0, 0.0), (99.26446666666666, 0.0004, 0.0014)]","[(2, 0.0, 0.0014166666666666668), (3, 0.0, 0.02345), (3, 0.0, 0.0012777777777777776), (3, 0.0, 0.012833333333333334), (3, 0.0, 0.0003888888888888889), (2, 0.0, 0.008927777777777778), (1, 0.0, 0.00032777777777777775), (3, 3.3333333333333335e-05, 0.15232222222222222), (3, 1.666666666666667e-05, 0.02868888888888889), (3, 0.0, 0.024077777777777778), (2, 0.0, 0.0), (3, 0.05115, 0.03694444444444444), (2, 1.1261166666666667, 0.002977777777777778), (3, 0.006966666666666668, 0.010794444444444445), (3, 0.2122, 0.00935), (1, 0.0, 0.0005111111111111112)]","[20, 16, 17, 21, 4, 5, 6, 7, 8, 9, 19, 23, 18, 13, 22, 15]","[15, 6, 8, 9, 10, 12, 14, 8, 0, 14, 15, 7, 9, 15, 5, 1]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
15,15,"[1563.5500902401322, 931.5504308882199, 0, 1045.0727056201176, 731.2170323801198, 3255.4183193198332, 0, 6028.278192232053, 2826.303680863173, 2366.2077328156797, 781.30030852016, 1328.8784523992754, 2634.3846707111265, 1243.126421016292, 1254.9939763481898, 1168.6115386248337]","[1710.557816981271, 4029.0, -999.6390961160264, 1219.8440174544955, 1752.6115280159652, 4029.0, 0, 5028.639096116027, 4029.0, 4029.0, 928.3080352612985, 4029.0, 2809.1559825455042, 1390.1341477574306, 2276.3884719840353, 4029.0]","[(67.1088, 0.11593333333333333, 0.09953333333333332), (796.9172, 0.0888, 0.33713333333333334), (78.29360000000001, 0.005933333333333334, 0.0014666666666666665), (721.42, 0.07806666666666666, 0.33893333333333336), (178.9568, 0.0019333333333333331, 0.0014666666666666665), (503.316, 17.2942, 4.714533333333334), 0, (1551.892, 0.19686666666666666, 1.39), (363.506, 0.0166, 0.009666666666666665), (402.6528, 0.011733333333333332, 0.0074666666666666675), (134.21720000000002, 0.002466666666666667, 0.0006666666666666666), (328.5534, 0.0005333333333333334, 0.0006), (408.2452, 3.357266666666667, 2.6136666666666666), (353.719, 0.0, 0.0), (343.93240000000003, 0.0, 0.0), (85.28386666666668, 0.0005333333333333334, 0.0014)]","[(2, 0.0, 0.00095), (3, 0.0, 0.019), (3, 0.0, 0.0033777777777777777), (3, 0.0, 0.011183333333333332), (1, 0.36411666666666676, 0.01315), (2, 2.327875, 0.009094444444444445), 0, (3, 0.0001, 0.1530611111111111), (3, 0.0, 0.017905555555555557), (3, 1.666666666666667e-05, 0.02868888888888889), (2, 0.0, 4.4444444444444447e-05), (3, 0.06125, 0.025472222222222222), (2, 1.092625, 0.013255555555555555), (3, 0.04356666666666667, 0.009866666666666668), (3, 0.020033333333333334, 0.0038777777777777777), (1, 0.0, 0.0005444444444444444)]","[20, 16, 17, 21, 24, 5, -1, 7, 8, 9, 19, 23, 18, 13, 22, 15]","[15, 6, 8, 9, 5, 12, -1, 8, 0, 14, 15, 7, 9, 15, 5, 1]","[True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True]"
16,16,"[1572.4507548904555, 1008.3449108539154, 3752.9130163235823, 1385.6395298158109, 657.7614400862267, 3689.4740952291445, 390.65025572768, 6374.312287858666, 2823.565014505748, 2826.303680863173, 818.0281008010221, 2050.0788185255155, 1779.6286812281753, 1308.39797534173, 1266.8615316800874, 0]","[1682.4918112127195, 4029.0, 4029.0, 1817.5054242938177, 4029.0, 4029.0, 1184.7857186010824, 4029.0, 4029.0, 4029.0, 928.0691571232861, 2844.2142813989176, 2211.4945757061823, 1418.439031663994, 4029.0, 4029.0]","[(100.6632, 0.11566666666666668, 0.09933333333333332), (700.4481333333333, 0.07953333333333333, 0.389), (388.67179999999996, 7.663399999999999, 2.4918666666666667), (671.0880666666666, 0.08573333333333333, 0.32080000000000003), (192.93779999999998, 0.003933333333333333, 0.0014666666666666665), (570.4248, 42.85653333333333, 4.105333333333333), (499.1218, 0.0004, 0.0003333333333333333), (1736.4414, 0.2492666666666667, 1.2721333333333333), (422.2262, 0.03953333333333333, 0.018666666666666668), (363.506, 0.0166, 0.009666666666666665), (95.76953333333334, 0.0094, 0.006266666666666668), (298.49406666666664, 0.0016666666666666668, 0.005466666666666667), (645.9222, 2.945, 2.129), (342.5342, 0.0, 0.0), (306.18359999999996, 0.0, 0.0), (99.964, 0.0005333333333333334, 0.0016666666666666668)]","[(2, 0.0, 0.0009611111111111112), (3, 0.0, 0.019427777777777776), (2, 0.0, 0.016355555555555557), (3, 0.0, 0.018272222222222224), (1, 0.26766666666666666, 0.015294444444444444), (2, 0.0, 0.005988888888888888), (2, 0.012733333333333334, 0.0036666666666666666), (3, 0.00015, 0.2104), (3, 0.0, 0.019144444444444443), (3, 0.0, 0.017905555555555557), (2, 0.0, 0.0), (3, 0.0008666666666666667, 0.016138888888888887), (2, 0.0, 0.0070888888888888885), (3, 0.016566666666666667, 0.010016666666666667), (3, 0.008033333333333333, 0.003372222222222222), (1, 0.0, 0.000538888888888889)]","[20, 16, 25, 21, 24, 5, 26, 7, 8, 9, 19, 23, 18, 13, 22, 15]","[15, 6, 11, 9, 10, 12, 7, 8, 0, 14, 15, 7, 9, 15, 5, 1]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
17,15,"[1566.5169784569066, 1168.611651651889, 2794.65141873918, 1095.1560621194842, 711.18368902724, 2510.845719106169, 530.8836808606934, 3703.171900565511, 2689.3703629918955, 2823.565014505748, 784.6391987275113, 1896.4898516652977, 2090.1455055325287, 1406.3053068298868, 1204.5568661876246, 0]","[1657.0298171188049, 4029.0, 3056.23386485597, 1306.6551715066578, 972.7661351440299, 2722.3448284933424, 1331.6969145976977, 4029.0, 4029.0, 4029.0, 875.1520373894097, 2697.303085402302, 4029.0, 1496.8181454917851, 4029.0, 0]","[(22.3696, 0.11606666666666667, 0.09953333333333332), (637.534, 0.09033333333333332, 0.3533333333333333), (651.5146, 19.004533333333335, 2.486266666666667), (767.5571333333334, 0.08106666666666666, 0.391), (134.2176, 0.002, 0.0014), (394.2642, 30.276, 3.311533333333333), (455.08166666666676, 0.012533333333333334, 0.18906666666666663), (1493.1718, 0.1692, 0.7876000000000001), (433.411, 0.0188, 0.012333333333333335), (422.2262, 0.03953333333333333, 0.018666666666666668), (113.94486666666668, 0.0015333333333333334, 0.0006666666666666666), (294.3, 0.001066666666666667, 0.005466666666666667), (402.6528, 3.2084, 1.765466666666667), (350.92293333333333, 0.0, 0.0), (322.961, 0.0, 0.0), 0]","[(2, 0.0, 0.0009388888888888888), (3, 0.0, 0.015172222222222219), (2, 0.0, 0.0053), (3, 0.0, 0.02345), (1, 0.2701, 0.013050000000000004), (2, 0.0, 0.003466666666666667), (2, 0.0002833333333333333, 0.0029611111111111123), (3, 0.0001, 0.13415555555555556), (3, 0.0, 0.02216111111111111), (3, 0.0, 0.019144444444444443), (2, 0.0, 1.6666666666666667e-05), (3, 0.0002, 0.014294444444444445), (2, 0.0, 0.005355555555555555), (3, 0.007016666666666667, 0.010272222222222223), (3, 0.007916666666666667, 0.003444444444444445), 0]","[20, 16, 25, 21, 24, 5, 26, 7, 8, 9, 19, 23, 18, 13, 22, -1]","[15, 6, 10, 12, 10, 12, 7, 8, 0, 14, 15, 7, 9, 15, 5, -1]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False]"
18,15,"[1563.5500902401322, 0, 1739.5619942211624, 931.5504308882199, 647.7447684097866, 2781.295856403509, 537.5614630098844, 3949.038231668631, 2579.823708694874, 2689.3703629918955, 868.1114539112888, 2227.0400194731583, 1232.0506254656602, 0, 1252.0270875152155, 0]","[2095.9962421896585, 4029.0, 2560.4086129056877, 1089.6272872423556, 1468.5913870943123, 2939.3727127576444, 1169.760721768363, 4029.0, 4029.0, 4029.0, 1400.557605860815, 2859.239278231637, 4029.0, 532.4461519495263, 4029.0, 0]","[(67.1088, 0.11606666666666667, 0.09946666666666669), (700.4484666666667, 0.08206666666666666, 0.43860000000000005), (369.0984, 16.1096, 2.579733333333333), (796.9172, 0.0888, 0.33713333333333334), (226.49220000000003, 0.0016666666666666668, 0.0014), (260.0466, 23.217133333333337, 6.089266666666666), (471.15966666666674, 0.013066666666666664, 0.18946666666666667), (1484.7831999999999, 0.21580000000000002, 0.8416666666666666), (369.0984, 0.017666666666666667, 0.010733333333333333), (433.411, 0.0188, 0.012333333333333335), (117.43993333333336, 0.021133333333333334, 0.005333333333333333), (234.18133333333338, 0.0016666666666666668, 0.0016), (444.5958, 2.369733333333333, 2.1395999999999997), (423.62406666666664, 0.0, 0.0), (301.98940000000005, 0.0, 0.0), 0]","[(2, 0.0, 0.0009555555555555554), (3, 0.0, 0.019766666666666665), (2, 0.0, 0.00225), (3, 0.0, 0.019), (1, 0.27021666666666666, 0.012733333333333334), (2, 1.4859958333333334, 0.002738888888888889), (2, 0.00035, 0.0039833333333333335), (3, 0.0001, 0.17663333333333334), (3, 0.0, 0.018283333333333335), (3, 0.0, 0.02216111111111111), (2, 0.0399, 0.014022222222222224), (3, 0.0006666666666666666, 0.02163888888888889), (2, 0.0, 0.005061111111111111), (3, 0.06570000000000001, 0.009933333333333334), (3, 0.00785, 0.003533333333333333), 0]","[20, 16, 25, 21, 24, 5, 26, 7, 8, 9, 19, 23, 18, 13, 22, -1]","[15, 6, 10, 12, 10, 12, 7, 8, 0, 14, 15, 7, 9, 15, 5, -1]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False]"
19,16,"[1563.5500902401322, 454.0891471920266, 1826.3731494030244, 1008.3449108539154, 0, 3151.9127112183824, 544.2392451590755, 3566.579494397111, 0, 2579.823708694874, 791.3169791422134, 1766.2731188925045, 2534.217953193593, 644.4058826961312, 1225.3250880184453, 517.5280212281833]","[2400.6165555489597, 1919.3416322479477, 2927.686574701512, 942.7160998177666, 1101.3134252984878, 3086.2839001822335, 1403.4830631332857, 4029.0, 4029.0, 4029.0, 1628.3834444510408, 2625.516936866715, 4029.0, 2109.6583677520525, 4029.0, 4029.0]","[(78.29360000000001, 0.11573333333333333, 0.09953333333333332), (29.621666666666673, 4.1293999999999995, 4.1416), (268.4352, 13.852799999999998, 1.682), (700.4481333333333, 0.07953333333333333, 0.389), (271.2314, 0.0722, 0.0028666666666666667), (262.8428, 20.403266666666667, 7.649333333333332), (486.5389333333335, 0.012733333333333333, 0.18919999999999998), (1644.1666, 0.15380000000000002, 0.6252666666666667), (346.7288, 0.020133333333333333, 0.010266666666666667), (369.0984, 0.017666666666666667, 0.010733333333333333), (111.8474, 0.0072, 0.0028666666666666667), (242.57, 0.0003333333333333333, 0.0004), (349.525, 5.339466666666667, 2.7218), (32.15606666666666, 0.0009333333333333332, 6.666666666666668e-05), (328.5532, 0.0, 0.0), (58.7202, 0.004733333333333333, 0.00013333333333333334)]","[(2, 0.0, 0.0009166666666666666), (3, 0.0, 1.6666666666666667e-05), (2, 0.0, 0.005916666666666666), (3, 0.0, 0.019427777777777776), (1, 0.24863333333333332, 0.04668333333333334), (2, 0.5451666666666666, 0.006800000000000002), (2, 0.07660000000000003, 0.0032111111111111108), (3, 5e-05, 0.16941111111111112), (3, 0.0, 0.02930555555555556), (3, 0.0, 0.018283333333333335), (2, 0.0, 2.2222222222222223e-05), (3, 6.666666666666667e-05, 0.009744444444444444), (2, 0.0, 0.01048888888888889), (1, 0.0, 0.000638888888888889), (3, 0.007816666666666666, 0.003527777777777778), (2, 0.0, 0.0010944444444444443)]","[20, 27, 25, 21, 24, 5, 26, 7, 8, 9, 19, 23, 18, 28, 22, 29]","[15, 6, 10, 12, 10, 12, 7, 8, 0, 14, 15, 7, 9, 6, 5, 2]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
20,16,"[1563.5500902401322, 1315.5229705416066, 1612.6841520322869, 1168.611651651889, 1364.7688631682443, 3636.05184588646, 524.2058987115023, 4726.09725342664, 3815.4812123039737, 0, 751.250296654, 1993.317678598913, 5161.924842736884, 647.744773280049, 0, 510.85024030910995]","[2420.649896793066, 2348.389098630779, 4029.0, 780.7799028827146, 2441.459311429567, 3248.2200971172856, 1279.9441100562944, 4029.0, 4029.0, 4029.0, 1608.350103206934, 2749.0558899437056, 4029.0, 1680.6109013692212, 4029.0, 1587.5406885704328]","[(33.5544, 0.1158, 0.09953333333333332), (29.53446666666667, 12.107333333333337, 12.139266666666664), (383.0794, 15.210066666666668, 1.8525333333333331), (637.534, 0.09033333333333332, 0.3533333333333333), (402.65259999999995, 0.0, 0.0), (385.87559999999996, 26.65153333333333, 5.9102), (462.072, 0.012733333333333333, 0.18913333333333332), (1434.4516, 0.22206666666666663, 0.8742666666666667), (1426.063, 0.14286666666666667, 0.5943999999999999), (346.7288, 0.020133333333333333, 0.010266666666666667), (139.11079999999998, 0.0016666666666666668, 0.0009333333333333332), (231.3854, 0.0005333333333333334, 0.0008), (553.6476, 10.710466666666667, 4.053266666666667), (35.6514, 0.001, 0.0), (282.41606666666667, 0.0, 0.0), (50.3316, 0.004666666666666667, 0.00013333333333333334)]","[(2, 0.0, 0.000977777777777778), (3, 0.0, 1.6666666666666667e-05), (2, 0.0, 0.0036999999999999997), (3, 0.0, 0.015172222222222219), (3, 0.1085, 0.004066666666666666), (2, 0.5542222222222222, 0.004355555555555555), (2, 0.07893333333333334, 0.003822222222222222), (3, 0.0001, 0.21292777777777777), (3, 0.005116666666666666, 0.1869), (3, 0.0, 0.02930555555555556), (2, 0.0, 3.3333333333333335e-05), (3, 6.666666666666667e-05, 0.011649999999999999), (2, 0.0, 0.008927777777777778), (1, 0.0, 0.0006222222222222223), (3, 0.00675, 0.003411111111111111), (2, 0.0, 0.0010555555555555557)]","[20, 27, 25, 21, 30, 5, 26, 7, 31, 9, 19, 23, 18, 28, 22, 29]","[15, 6, 10, 12, 2, 12, 7, 8, 4, 14, 15, 7, 9, 6, 5, 2]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
21,16,"[1554.649425589809, 1135.2228679800667, 1499.1618721790824, 1278.7950359504955, 1691.1266347954333, 3372.279489756955, 447.41140399580445, 3065.7406717796443, 2446.521763816231, 1108.5118598755066, 771.2836378981068, 1889.8120704974624, 3255.4183193198332, 631.0503203604601, 731.2170323801198, 510.85024030910995]","[2406.182893845851, 1519.9611852413886, 4029.0, 967.7577730967703, 2056.3953323005458, 3061.24222690323, 1293.2996667491711, 4029.0, 4029.0, 1493.2501771368286, 1622.8171061541489, 2735.7003332508293, 4029.0, 1015.7886376217821, 1096.485729885232, 876.1189378142221]","[(22.3696, 0.11553333333333332, 0.0994), (31.3258, 10.272666666666666, 10.300266666666666), (279.62, 9.749466666666667, 1.610333333333333), (700.4484666666667, 0.08206666666666666, 0.43860000000000005), (339.738, 0.0, 0.0), (411.0414, 10.547933333333333, 4.230333333333333), (442.4987333333333, 0.0128, 0.18926666666666667), (1392.5086000000001, 0.1512, 0.6417333333333333), (1311.4188000000001, 0.1956, 0.7402000000000001), (67.1088, 0.0, 0.001), (143.30486666666667, 0.0032, 0.0006666666666666666), (253.7549333333333, 0.0006666666666666666, 0.0008), (503.316, 17.2942, 4.714533333333334), (48.234, 0.001066666666666667, 0.0), (178.9568, 0.0019333333333333331, 0.0014666666666666665), (47.5354, 0.004533333333333333, 0.00013333333333333334)]","[(2, 0.0, 0.0009444444444444444), (3, 0.0, 4.4444444444444447e-05), (2, 0.05768333333333333, 0.023244444444444446), (3, 0.0, 0.019766666666666665), (3, 0.2122, 0.00935), (2, 0.0, 0.009877777777777777), (2, 0.058866666666666664, 0.003477777777777778), (3, 6.666666666666667e-05, 0.11822222222222224), (3, 0.0006, 0.11304444444444445), (3, 0.0, 0.0), (2, 0.0, 2.2222222222222223e-05), (3, 0.00018333333333333334, 0.015666666666666666), (2, 2.327875, 0.009094444444444445), (1, 0.0, 0.0006333333333333333), (1, 0.36411666666666676, 0.01315), (2, 0.0, 0.0011222222222222222)]","[20, 27, 25, 21, 30, 5, 26, 7, 31, 32, 19, 23, 18, 28, 33, 29]","[15, 6, 10, 12, 2, 12, 7, 8, 4, 6, 15, 7, 9, 6, 2, 2]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
22,16,"[1587.2851959743275, 1145.2395403445964, 1863.10094582612, 1539.228489747202, 1254.9939763481898, 3061.7626654526025, 340.5668896087467, 5157.122179558036, 2303.8585840403466, 1115.189642163913, 761.2669672760534, 2103.5010678682, 0, 644.4058826961312, 657.7614400862267, 510.85024030910995]","[2427.5091143491372, 1519.9611852763828, 4029.0, 1253.2329121472997, 1790.1254241003476, 2775.7670878527, 1133.032910870273, 4029.0, 4029.0, 1489.9112870956994, 1601.4908856508628, 2895.9670891297264, 4029.0, 1019.1275276279177, 1192.8928878383845, 1045.981688061268]","[(167.772, 0.11646666666666668, 0.0996), (31.238400000000002, 10.958333333333334, 10.986266666666667), (338.34020000000004, 2.189, 3.0638666666666667), (830.4715333333334, 0.09873333333333333, 0.6516666666666666), (343.93240000000003, 0.0, 0.0), (377.487, 31.443133333333336, 6.020133333333332), (473.9558, 0.00013333333333333334, 0.00013333333333333334), (1632.9818, 0.3732, 0.7381333333333333), (1255.4948, 0.13406666666666667, 0.4640666666666667), (47.5354, 0.0, 0.001), (134.91646666666668, 0.001066666666666667, 0.0006), (244.66713333333328, 0.0014666666666666665, 0.0012), (570.4248, 42.85653333333333, 4.105333333333333), (41.94273333333333, 0.0009333333333333332, 6.666666666666668e-05), (192.93779999999998, 0.003933333333333333, 0.0014666666666666665), (55.924, 0.004733333333333333, 6.666666666666668e-05)]","[(2, 0.0, 0.001027777777777778), (3, 0.0, 2.2222222222222223e-05), (2, 1.1261166666666667, 0.002977777777777778), (3, 0.0, 0.02181111111111111), (3, 0.020033333333333334, 0.0038777777777777777), (2, 0.0, 0.003505555555555556), (2, 0.06814999999999999, 0.0033166666666666665), (3, 0.09808333333333331, 0.2580777777777778), (3, 1.666666666666667e-05, 0.12178333333333334), (3, 0.0, 0.0), (2, 0.0, 0.0), (3, 0.00015, 0.019816666666666666), (2, 0.0, 0.005988888888888888), (1, 0.0, 0.0006222222222222223), (1, 0.26766666666666666, 0.015294444444444444), (2, 0.0, 0.0010555555555555555)]","[20, 27, 25, 21, 30, 5, 26, 7, 31, 32, 19, 23, 18, 28, 33, 29]","[15, 6, 10, 12, 2, 12, 7, 8, 4, 6, 15, 7, 9, 6, 2, 2]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
